cylinders,displacement,horsepower,weight,acceleration,model_year,car_name,kpl,USA,Europe,Japan
5.0,2146.697,103,1283.4467120181405,15.9,78.0,audi 5000,8.630952380952381,0,1,0
6.0,2671.081,125,1424.0362811791383,13.6,78.0,volvo 264gl,7.227891156462586,0,1,0
4.0,1982.827,115,1267.5736961451246,15.7,78.0,saab 99gle,9.183673469387756,0,1,0
6.0,2671.081,133,1546.485260770975,15.8,78.0,peugeot 604sl,6.887755102040816,0,1,0
4.0,1458.443,71,902.4943310657596,14.9,78.0,volkswagen scirocco,13.392857142857144,0,1,0
4.0,1605.926,68,968.2539682539682,16.6,78.0,honda accord lx,12.542517006802722,0,0,1
6.0,3785.397,115,1471.6553287981858,15.4,79.0,pontiac lemans v6,9.141156462585034,1,0,0
6.0,3277.4,85,1356.0090702947846,18.2,79.0,mercury zephyr 6,8.418367346938776,1,0,0
4.0,2294.1800000000003,88,1310.657596371882,17.3,79.0,ford fairmont 4,9.481292517006803,1,0,0
6.0,3801.784,90,1480.7256235827665,18.2,79.0,amc concord dl 6,8.58843537414966,1,0,0
6.0,3687.0750000000003,110,1523.8095238095239,16.6,79.0,dodge aspen 6,8.758503401360546,1,0,0
8.0,4998.035,130,1741.4965986394557,15.4,79.0,chevrolet caprice classic,7.227891156462586,1,0,0
8.0,4948.874,129,1689.3424036281178,13.4,79.0,ford ltd landau,7.482993197278913,1,0,0
8.0,5751.837,138,1793.6507936507935,13.2,79.0,mercury grand marquis,7.01530612244898,1,0,0
8.0,5211.066,135,1736.9614512471655,15.2,79.0,dodge st. regis,7.738095238095238,1,0,0
8.0,5735.45,155,1977.3242630385487,14.9,79.0,buick estate wagon (sw),7.1853741496598635,1,0,0
8.0,5751.837,142,1838.548752834467,14.3,79.0,ford country squire (sw),6.590136054421769,1,0,0
8.0,4375.329,125,1634.920634920635,15.0,79.0,chevrolet malibu classic (sw),8.16326530612245,1,0,0
8.0,5899.32,150,1786.8480725623583,13.0,79.0,chrysler lebaron town @ country (sw),7.865646258503402,1,0,0
4.0,1458.443,71,873.015873015873,14.0,79.0,vw rabbit custom,13.562925170068027,0,1,0
4.0,1409.2820000000002,65,895.6916099773242,15.2,79.0,maxda glc deluxe,14.498299319727893,0,0,1
4.0,1605.926,80,868.4807256235828,14.4,79.0,dodge colt hatchback custom,15.17857142857143,1,0,0
4.0,1982.827,80,1210.8843537414966,15.0,79.0,amc spirit dl,11.649659863945578,1,0,0
5.0,2998.821,77,1600.907029478458,20.1,79.0,mercedes benz 300d,10.799319727891156,0,1,0
8.0,5735.45,125,1768.7074829931971,17.4,79.0,cadillac eldorado,9.77891156462585,1,0,0
4.0,2310.567,71,1446.7120181405896,24.8,79.0,peugeot 504,11.564625850340136,0,1,0
8.0,4260.62,90,1551.0204081632653,22.2,79.0,oldsmobile cutlass salon brougham,10.16156462585034,1,0,0
4.0,1720.635,70,997.7324263038548,13.2,79.0,plymouth horizon,14.540816326530614,1,0,0
4.0,1720.635,70,975.0566893424036,14.9,79.0,plymouth horizon tc3,14.668367346938776,1,0,0
4.0,1392.895,65,916.0997732426304,19.2,79.0,datsun 210,13.520408163265307,0,0,1
4.0,1491.217,69,965.9863945578231,14.7,79.0,fiat strada custom,15.858843537414966,0,1,0
4.0,2474.437,90,1210.8843537414966,16.0,79.0,buick skylark limited,12.07482993197279,1,0,0
6.0,2834.951,115,1176.8707482993198,11.3,79.0,chevrolet citation,12.244897959183675,1,0,0
6.0,2834.951,115,1224.4897959183672,12.9,79.0,oldsmobile omega brougham,11.394557823129253,1,0,0
4.0,2474.437,90,1159.1836734693877,13.2,79.0,pontiac phoenix,14.243197278911566,1,0,0
4.0,1605.926,76,972.3356009070294,14.7,80.0,vw rabbit,17.644557823129254,0,1,0
4.0,1458.443,60,892.5170068027211,18.8,80.0,toyota corolla tercel,16.198979591836736,0,0,1
4.0,1605.926,70,961.4512471655329,15.5,80.0,chevrolet chevette,13.647959183673471,1,0,0
4.0,1409.2820000000002,65,915.6462585034013,16.4,80.0,datsun 310,15.816326530612248,0,0,1
4.0,2474.437,90,1214.5124716553287,16.5,80.0,chevrolet citation,11.904761904761905,1,0,0
4.0,2294.1800000000003,88,1301.5873015873015,18.1,80.0,ford fairmont,11.224489795918368,1,0,0
4.0,2474.437,90,1361.904761904762,20.1,80.0,amc concord,10.331632653061225,1,0,0
6.0,3687.0750000000003,90,1533.3333333333333,18.7,80.0,dodge aspen,8.120748299319729,1,0,0
4.0,1589.539,78,992.2902494331065,15.8,80.0,audi 4000,14.583333333333332,0,1,0
4.0,2195.858,90,1229.4784580498865,15.5,80.0,toyota corona liftback,12.670068027210885,0,0,1
4.0,1966.44,75,1152.8344671201814,17.5,80.0,mazda 626,13.307823129251702,0,0,1
4.0,1950.053,92,1103.8548752834467,15.0,80.0,datsun 510 hatchback,15.731292517006803,0,0,1
4.0,1769.796,75,1027.2108843537414,15.2,80.0,toyota corolla,13.690476190476192,0,0,1
4.0,1409.2820000000002,65,956.9160997732426,17.9,80.0,mazda glc,19.81292517006803,0,0,1
4.0,2556.3720000000003,105,1269.8412698412699,14.4,80.0,dodge colt,11.862244897959183,1,0,0
4.0,1392.895,65,956.9160997732426,19.2,80.0,datsun 210,17.346938775510203,0,0,1
4.0,1474.83,48,945.578231292517,21.7,80.0,vw rabbit c (diesel),18.83503401360544,0,1,0
4.0,1474.83,48,1058.9569160997733,23.7,80.0,vw dasher (diesel),18.452380952380953,0,1,0
5.0,1982.827,67,1337.8684807256236,19.9,80.0,audi 5000s (diesel),15.476190476190476,0,1,0
4.0,2392.502,67,1473.922902494331,21.8,80.0,mercedes-benz 240d,12.755102040816327,0,1,0
4.0,1491.217,67,839.0022675736961,13.8,80.0,honda civic 1500 gl,18.962585034013607,0,0,1
4.0,1392.895,45,832.1995464852607,17.3,80.0,renault lecar deluxe,17.389455782312925,0,1,0
4.0,1589.539,67,972.7891156462584,18.0,80.0,subaru dl,14.370748299319727,0,0,1
4.0,1458.443,62,836.734693877551,15.3,80.0,vokswagen rabbit,12.670068027210885,0,1,0
6.0,2753.016,132,1319.7278911564626,11.4,80.0,datsun 280-zx,13.903061224489798,0,0,1
3.0,1147.0900000000001,100,1097.5056689342402,12.5,80.0,mazda rx-7 gs,10.076530612244898,0,0,1
4.0,1999.214,88,1133.7868480725624,15.1,80.0,triumph tr7 coupe,14.880952380952381,0,1,0
4.0,2294.1800000000003,86,1317.4603174603174,14.3,80.0,ford mustang cobra,10.034013605442178,1,0,0
4.0,1753.409,72,1038.548752834467,17.0,80.0,honda accord,13.775510204081632,0,0,1
4.0,2212.245,84,1129.251700680272,15.7,81.0,plymouth reliant,11.564625850340136,1,0,0
4.0,2474.437,84,1195.0113378684807,16.4,81.0,buick skylark,11.30952380952381,1,0,0
4.0,2556.3720000000003,92,1188.2086167800453,14.4,81.0,dodge aries wagon (sw),10.969387755102042,1,0,0
6.0,2834.951,110,1235.827664399093,12.6,81.0,chevrolet citation,9.991496598639456,1,0,0
4.0,2212.245,84,1081.6326530612243,12.9,81.0,plymouth reliant,12.755102040816327,1,0,0
4.0,1294.573,58,795.9183673469388,16.9,81.0,toyota starlet,16.624149659863946,0,0,1
4.0,1409.2820000000002,64,850.3401360544217,16.4,81.0,plymouth champ,16.581632653061224,1,0,0
4.0,1327.347,60,798.1859410430839,16.1,81.0,honda civic 1300,14.923469387755103,0,0,1
4.0,1589.539,67,936.5079365079365,17.8,81.0,subaru,13.732993197278912,0,0,1
4.0,1392.895,65,895.6916099773242,19.4,81.0,datsun 210 mpg,15.731292517006803,0,0,1
4.0,1458.443,62,929.7052154195011,17.3,81.0,toyota tercel,16.02891156462585,0,0,1
4.0,1491.217,68,900.2267573696145,16.0,81.0,mazda glc 4,14.498299319727893,0,0,1
4.0,1720.635,63,1004.5351473922902,14.9,81.0,plymouth horizon 4,14.75340136054422,1,0,0
4.0,1605.926,65,927.437641723356,16.2,81.0,ford escort 4w,14.625850340136054,1,0,0
4.0,1605.926,65,1079.3650793650793,20.7,81.0,ford escort 2h,12.712585034013605,1,0,0
4.0,1720.635,74,993.1972789115646,14.2,81.0,volkswagen jetta,14.03061224489796,0,1,0
4.0,1638.7,75,1052.1541950113378,15.8,81.0,renault 18i,14.668367346938776,0,1,0
4.0,1753.409,75,1002.2675736961451,14.4,81.0,honda prelude,14.328231292517009,0,0,1
4.0,1769.796,75,1065.7596371882087,16.8,81.0,toyota corolla,13.775510204081632,0,0,1
4.0,1950.053,100,1185.9410430839002,14.8,81.0,datsun 200sx,13.988095238095239,0,0,1
4.0,1966.44,74,1195.0113378684807,18.3,81.0,mazda 626,13.435374149659864,0,0,1
4.0,2310.567,80,1464.8526077097506,20.4,81.0,peugeot 505s turbo diesel,11.947278911564627,0,1,0
6.0,2376.1150000000002,76,1433.1065759637188,19.6,81.0,volvo diesel,13.052721088435375,0,1,0
6.0,2753.016,116,1315.1927437641723,12.6,81.0,toyota cressida,10.799319727891156,0,0,1
6.0,2392.502,120,1328.7981859410431,13.8,81.0,datsun 810 maxima,10.289115646258503,0,0,1
6.0,3785.397,110,1548.7528344671202,15.8,81.0,buick century,9.523809523809524,1,0,0
8.0,5735.45,105,1689.3424036281178,19.0,81.0,oldsmobile cutlass ls,11.30952380952381,1,0,0
6.0,3277.4,88,1387.7551020408164,17.1,81.0,ford granada gl,8.58843537414966,1,0,0
6.0,3687.0750000000003,85,1571.4285714285713,16.6,81.0,chrysler lebaron salon,7.482993197278913,1,0,0
4.0,1835.344,88,1181.4058956916099,19.6,82.0,chevrolet cavalier,11.904761904761905,1,0,0
4.0,1835.344,88,1197.2789115646258,18.6,82.0,chevrolet cavalier wagon,11.479591836734695,1,0,0
4.0,1835.344,88,1086.1678004535147,18.0,82.0,chevrolet cavalier 2-door,14.455782312925171,1,0,0
4.0,1835.344,85,1167.8004535147393,16.2,82.0,pontiac j2000 se hatchback,13.180272108843537,1,0,0
4.0,2212.245,84,1145.124716553288,16.0,82.0,dodge aries se,12.329931972789117,1,0,0
4.0,2474.437,90,1240.3628117913831,18.0,82.0,pontiac phoenix,11.479591836734695,1,0,0
4.0,2294.1800000000003,92,1299.3197278911564,16.4,82.0,ford fairmont futura,10.204081632653061,1,0,0
4.0,2474.437,82,1376.4172335600906,20.5,82.0,amc concord dl,9.77891156462585,1,0,0
4.0,1720.635,74,897.9591836734694,15.3,82.0,volkswagen rabbit l,15.306122448979593,0,1,0
4.0,1491.217,68,918.3673469387754,18.2,82.0,mazda glc custom l,15.731292517006803,0,0,1
4.0,1491.217,68,893.4240362811792,17.6,82.0,mazda glc custom,13.180272108843537,0,0,1
4.0,1720.635,63,963.718820861678,14.7,82.0,plymouth horizon miser,16.156462585034014,1,0,0
4.0,1605.926,70,963.718820861678,17.3,82.0,mercury lynx l,15.306122448979593,1,0,0
4.0,1966.44,88,979.5918367346939,14.5,82.0,nissan stanza xe,15.306122448979593,0,0,1
4.0,1753.409,75,1000.0,14.5,82.0,honda accord,15.306122448979593,0,0,1
4.0,1769.796,70,1018.140589569161,16.9,82.0,toyota corolla,14.455782312925171,0,0,1
4.0,1491.217,67,891.156462585034,15.0,82.0,honda civic,16.156462585034014,0,0,1
4.0,1491.217,67,891.156462585034,15.7,82.0,honda civic (auto),13.60544217687075,0,0,1
4.0,1491.217,67,904.7619047619047,16.2,82.0,datsun 310 gx,16.156462585034014,0,0,1
6.0,2966.047,110,1335.6009070294783,16.4,82.0,buick century limited,10.629251700680273,1,0,0
6.0,4293.394,85,1367.3469387755101,17.0,82.0,oldsmobile cutlass ciera (diesel),16.156462585034014,1,0,0
4.0,2556.3720000000003,92,1172.3356009070294,14.5,82.0,chrysler lebaron medallion,11.054421768707483,1,0,0
6.0,3801.784,112,1285.7142857142858,14.7,82.0,ford granada l,9.35374149659864,1,0,0
4.0,2359.728,96,1208.6167800453513,13.9,82.0,toyota celica gt,13.60544217687075,0,0,1
4.0,2212.245,84,1074.8299319727892,13.0,82.0,dodge charger 2.2,15.306122448979593,1,0,0
4.0,2474.437,90,1337.8684807256236,17.3,82.0,chevrolet camaro,11.479591836734695,1,0,0
4.0,2294.1800000000003,86,1265.3061224489795,15.6,82.0,ford mustang gl,11.479591836734695,1,0,0
4.0,1589.539,52,965.9863945578231,24.6,82.0,vw pickup,18.70748299319728,0,1,0
4.0,2212.245,84,1040.8163265306123,11.6,82.0,dodge rampage,13.60544217687075,1,0,0
4.0,1966.44,79,1190.4761904761904,18.6,82.0,ford ranger,11.904761904761905,1,0,0
4.0,1950.053,82,1233.5600907029477,19.4,82.0,chevy s-10,13.180272108843537,1,0,0
