mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,car_name,USA,Europe,Japan,company_name,VW,amc,audi,bmw,buick,cadillac,chevrolet,chrysler,datsun,dodge,fiat,ford,hi,honda,mazda,mercedes-benz,mercury,oldsmobile,opel,peugeot,plymouth,pontiac,renault,saab,subaru,toyota,triumph,volvo
18.0,6.0,225.0,105.0,3613.0,16.5,74.0, satellite sebring,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.0,8.0,302.0,140.0,4141.0,14.0,74.0, gran torino,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,8.0,350.0,150.0,4699.0,14.5,74.0, century luxus (sw),1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0,8.0,318.0,150.0,4457.0,13.5,74.0, coronet custom (sw),1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0,8.0,302.0,140.0,4638.0,16.0,74.0, gran torino (sw),1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0,8.0,304.0,150.0,4257.0,15.5,74.0, matador (sw),1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,98.0,83.0,2219.0,16.5,74.0, fox,0,1,0,audi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,4.0,79.0,67.0,1963.0,15.5,74.0, dasher,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,4.0,97.0,78.0,2300.0,14.5,74.0, manta,0,1,0,opel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31.0,4.0,76.0,52.0,1649.0,16.5,74.0, corona,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,4.0,83.0,61.0,2003.0,19.0,74.0, 710,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,90.0,75.0,2125.0,14.5,74.0, colt,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,4.0,90.0,75.0,2108.0,15.5,74.0, 128,0,1,0,fiat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,4.0,116.0,75.0,2246.0,14.0,74.0, 124 tc,0,1,0,fiat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,4.0,120.0,97.0,2489.0,15.0,74.0, civic,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,4.0,108.0,93.0,2391.0,15.5,74.0,subaru,0,0,1,subaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31.0,4.0,79.0,67.0,2000.0,16.0,74.0, x1.9,0,1,0,fiat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,6.0,225.0,95.0,3264.0,16.0,75.0, valiant custom,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.0,6.0,250.0,105.0,3459.0,16.0,75.0, nova,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,6.0,250.0,72.0,3432.0,21.0,75.0, monarch,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.0,6.0,250.0,72.0,3158.0,19.5,75.0, maverick,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,8.0,400.0,170.0,4668.0,11.5,75.0, catalina,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,8.0,350.0,145.0,4440.0,14.0,75.0, bel air,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,8.0,318.0,150.0,4498.0,14.5,75.0, grand fury,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14.0,8.0,351.0,148.0,4657.0,13.5,75.0, ltd,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,6.0,231.0,110.0,3907.0,21.0,75.0, century,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,6.0,250.0,105.0,3897.0,18.5,75.0, chevelle malibu,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,6.0,258.0,110.0,3730.0,19.0,75.0, matador,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,6.0,225.0,95.0,3785.0,19.0,75.0, fury,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.0,6.0,231.0,110.0,3039.0,15.0,75.0, skyhawk,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,8.0,262.0,110.0,3221.0,13.5,75.0, monza 2+2,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,8.0,302.0,129.0,3169.0,12.0,75.0, mustang ii,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,97.0,75.0,2171.0,16.0,75.0, corolla,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,4.0,140.0,83.0,2639.0,17.0,75.0, pinto,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,6.0,232.0,100.0,2914.0,16.0,75.0, gremlin,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,4.0,140.0,78.0,2592.0,18.5,75.0, astro,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,4.0,134.0,96.0,2702.0,13.5,75.0, corona,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,4.0,90.0,71.0,2223.0,16.5,75.0, dasher,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,4.0,119.0,97.0,2545.0,17.0,75.0, 710,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,6.0,171.0,97.0,2984.0,14.5,75.0, pinto,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,90.0,70.0,1937.0,14.0,75.0, rabbit,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,6.0,232.0,90.0,3211.0,17.0,75.0, pacer,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,4.0,115.0,95.0,2694.0,15.0,75.0, 100ls,0,1,0,audi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,4.0,120.0,88.0,2957.0,17.0,75.0, 504,0,1,0,peugeot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,4.0,121.0,98.0,2945.0,14.5,75.0, 244dl,0,1,0,volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,4.0,121.0,115.0,2671.0,13.5,75.0, 99le,0,1,0,saab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0,4.0,91.0,53.0,1795.0,17.5,75.0, civic cvcc,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,107.0,86.0,2464.0,15.5,76.0, 131,0,1,0,fiat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,4.0,116.0,81.0,2220.0,16.9,76.0, 1900,0,1,0,opel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,4.0,140.0,92.0,2572.0,14.9,76.0, ii,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,4.0,98.0,79.0,2255.0,17.7,76.0, colt,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,4.0,101.0,83.0,2202.0,15.3,76.0, 12tl,0,1,0,renault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.5,8.0,305.0,140.0,4215.0,13.0,76.0, chevelle malibu classic,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,8.0,318.0,150.0,4190.0,13.0,76.0, coronet brougham,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,8.0,304.0,120.0,3962.0,13.9,76.0, matador,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,8.0,351.0,152.0,4215.0,12.8,76.0, gran torino,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,6.0,225.0,100.0,3233.0,15.4,76.0, valiant,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,6.0,250.0,105.0,3353.0,14.5,76.0, nova,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,6.0,200.0,81.0,3012.0,17.6,76.0, maverick,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5,6.0,232.0,90.0,3085.0,17.6,76.0, hornet,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,85.0,52.0,2035.0,22.2,76.0, chevette,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,4.0,98.0,60.0,2164.0,22.1,76.0, woody,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,90.0,70.0,1937.0,14.2,76.0, rabbit,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,4.0,91.0,53.0,1795.0,17.4,76.0, civic,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,6.0,225.0,100.0,3651.0,17.7,76.0, aspen se,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,6.0,250.0,78.0,3574.0,21.0,76.0, granada ghia,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,6.0,250.0,110.0,3645.0,16.2,76.0, ventura sj,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.5,6.0,258.0,95.0,3193.0,17.8,76.0, pacer d/l,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.5,4.0,97.0,71.0,1825.0,12.2,76.0, rabbit,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,4.0,85.0,70.0,1990.0,17.0,76.0, b-210,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,97.0,75.0,2155.0,16.4,76.0, corolla,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26.5,4.0,140.0,72.0,2565.0,13.6,76.0, pinto,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,4.0,130.0,102.0,3150.0,15.7,76.0, 245,0,1,0,volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.0,8.0,318.0,150.0,3940.0,13.2,76.0, volare premier v8,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.0,4.0,120.0,88.0,3270.0,21.9,76.0, 504,0,1,0,peugeot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.0,6.0,156.0,108.0,2930.0,15.5,76.0, mark ii,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.5,6.0,168.0,120.0,3820.0,16.7,76.0, 280s,0,1,0,mercedes-benz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.5,8.0,350.0,180.0,4380.0,12.1,76.0, seville,1,0,0,cadillac,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,8.0,350.0,145.0,4055.0,12.0,76.0, c10,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,8.0,302.0,130.0,3870.0,15.0,76.0, f108,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0,8.0,318.0,150.0,3755.0,14.0,76.0, d100,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,4.0,98.0,68.0,2045.0,18.5,77.0, accord cvcc,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4.0,111.0,80.0,2155.0,14.8,77.0, opel isuzu deluxe,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,4.0,79.0,58.0,1825.0,18.6,77.0, 5 gtl,0,1,0,renault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.5,4.0,122.0,96.0,2300.0,15.5,77.0, arrow gs,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.5,4.0,85.0,70.0,1945.0,16.8,77.0, f-10 hatchback,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,8.0,305.0,145.0,3880.0,12.5,77.0, caprice classic,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,8.0,260.0,110.0,4060.0,19.0,77.0, cutlass supreme,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.5,8.0,318.0,145.0,4140.0,13.7,77.0, monaco brougham,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,8.0,302.0,130.0,4295.0,14.9,77.0, cougar brougham,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.5,6.0,250.0,110.0,3520.0,16.4,77.0, concours,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,6.0,231.0,105.0,3425.0,16.9,77.0, skylark,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,6.0,225.0,100.0,3630.0,17.7,77.0, volare custom,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.5,6.0,250.0,98.0,3525.0,19.0,77.0, granada,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,8.0,400.0,180.0,4220.0,11.1,77.0, grand prix lj,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.5,8.0,350.0,170.0,4165.0,11.4,77.0, monte carlo landau,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,8.0,400.0,190.0,4325.0,12.2,77.0, cordoba,1,0,0,chrysler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,8.0,351.0,149.0,4335.0,14.5,77.0, thunderbird,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.0,97.0,78.0,1940.0,14.5,77.0, rabbit custom,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,4.0,151.0,88.0,2740.0,16.0,77.0, sunbird coupe,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,4.0,97.0,75.0,2265.0,18.2,77.0, corolla liftback,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.5,4.0,140.0,89.0,2755.0,15.8,77.0, mustang ii 2+2,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,4.0,98.0,63.0,2051.0,17.0,77.0, chevette,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,4.0,98.0,83.0,2075.0,15.9,77.0, colt m/m,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4.0,97.0,67.0,1985.0,16.4,77.0, dl,0,0,1,subaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.5,4.0,97.0,78.0,2190.0,14.1,77.0, dasher,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,6.0,146.0,97.0,2815.0,14.5,77.0, 810,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,4.0,121.0,110.0,2600.0,12.8,77.0, 320i,0,1,0,bmw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,3.0,80.0,110.0,2720.0,13.5,77.0, rx-4,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43.1,4.0,90.0,48.0,1985.0,21.5,78.0, rabbit custom diesel,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.1,4.0,98.0,66.0,1800.0,14.4,78.0, fiesta,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,4.0,78.0,52.0,1985.0,19.4,78.0, glc deluxe,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39.4,4.0,85.0,70.0,2070.0,18.6,78.0, b210 gx,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.1,4.0,91.0,60.0,1800.0,16.4,78.0, civic cvcc,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.9,8.0,260.0,110.0,3365.0,15.5,78.0, cutlass salon brougham,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.4,8.0,318.0,140.0,3735.0,13.2,78.0, diplomat,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,8.0,302.0,139.0,3570.0,12.8,78.0, monarch ghia,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.2,6.0,231.0,105.0,3535.0,19.2,78.0, phoenix lj,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.5,6.0,200.0,95.0,3155.0,18.2,78.0, malibu,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,6.0,200.0,85.0,2965.0,15.8,78.0, fairmont (auto),1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1,4.0,140.0,88.0,2720.0,15.4,78.0, fairmont (man),1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,6.0,225.0,100.0,3430.0,17.2,78.0, volare,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.4,6.0,232.0,90.0,3210.0,17.2,78.0, concord,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6,6.0,231.0,105.0,3380.0,15.8,78.0, century special,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8,6.0,200.0,85.0,3070.0,16.7,78.0, zephyr,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.6,6.0,225.0,110.0,3620.0,18.7,78.0, aspen,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,6.0,258.0,120.0,3410.0,15.1,78.0, concord d/l,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2,8.0,305.0,145.0,3425.0,13.2,78.0, monte carlo landau,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.7,6.0,231.0,165.0,3445.0,13.4,78.0, regal sport coupe (turbo),1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,8.0,302.0,139.0,3205.0,11.2,78.0, futura,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,8.0,318.0,140.0,4080.0,13.7,78.0, magnum xe,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4.0,98.0,68.0,2155.0,16.5,78.0, chevette,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.5,4.0,134.0,95.0,2560.0,14.2,78.0, corona,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.2,4.0,119.0,97.0,2300.0,14.7,78.0, 510,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,4.0,105.0,75.0,2230.0,14.5,78.0, omni,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.1,4.0,134.0,95.0,2515.0,14.8,78.0, celica gt liftback,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.2,4.0,156.0,105.0,2745.0,16.7,78.0, sapporo,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.8,4.0,151.0,85.0,2855.0,17.6,78.0, starfire sx,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
